review;others
3;No anúncio é dito que são 3 quartos, mas o que se diz ser o terceiro quarto mal da pra acomodar uma cama.
5;
5;
3;poderia estar com os tacos presos ao chão e pintado.
5;
5;
4;
5;
5;
5;
5;
5;
3;
5;
5;
3;
5;
3;
5;
3;preço
5;
2;
3;o.problema era o imóvel mesmo
5;
4;
5;
5;
4;
2;
5;
5;
1;imóvel com péssimo estado de conservação. fotos muito melhores do que o apartamento. horrível
3;
4;
5;
5;
2;
4;distribuição de gás e �gua quente e fria
4;
1;
4;
5;
2;
2;
1;precisa de muitos reparos para ser habitável.
2;
5;
4;
1;
5;
2;
2;cozinha horrível
5;
4;Pouco espaço no quarto
5;
5;
5;
4;Móveis de Baixa qualidade para valor
5;
5;
5;
5;
5;
5;
5;
5;
5;
1;o tamanho do quarto de serviço não atendeu nossa expectativa que era de fazer um 4° quarto
4;
5;
5;
5;
5;
5;
4;
5;
5;
5;
5;
3;
1;
5;
3;Muito caro.
5;
3;quartos mto pequenos, não cabiam minhas coisas
5;
5;
2;Pessimo
4;O piso do quarto estava abafado para cima.
3;
4;
4;
4;
2;
5;
4;
4;
5;
4;
4;
3;
4;
4;
5;
5;
5;
5;
5;
3;
5;
4;
4;Mobília
3;
5;
2;caro
3;Tamanho
5;
4;
4;quartos formados para camas de solteiro
3;
4;
3;Caro pra o espaço
5;
3;
3;
3;
2;
5;
5;
4;
4;
3;
2;Está realmente muito mal conservado. Não pudemos visitar a garagem, que é acessada por fora do prédio.
5;
5;
5;
1;
5;
4;
5;
4;
5;
3;
1;pemsei que tinha 2 quartos
5;
4;sem
5;
2;prédio muito mal cuidado
5;
5;
5;
3;Não tinha chuveiro, sem rodapés no quarto e móveis não atenderam as expectativas
4;
3;Apenas não se encaixa naquilo que procuro
2;
3;Não gostei do piso, mas vou fazer proposta para o proprietário
5;
5;
3;
5;
3;
4;
5;
2;
5;
3;
2;
4;
5;
5;
4;O anúncio falava que o imóvel tinha uma vaga de garagem, o que não é verdade.
5;
4;Muito barulho de veiculos
4;não tem armario embutidos no um dos quarto como foi anunciado
3;
4;Falta armarios nos quartos
5;
5;
3;O anúncio de 50 m e o imóvel tem aproximadamente 30 m
5;bka
5;
5;
5;
4;
5;
5;
5;
5;
5;
3;
5;
4;
5;
5;
5;
5;
5;
4;
5;
5;
3;
5;
5;
5;
3;Achei o prédio pouco conservado
3;
2;Sem espaço para colocar fogão e máquina de lavar roupa. Segundo dormitório não cabe uma cama nem um armário
3;
4;
1;
5;
2;demorou mais de uma hora para chegar as chaves. apto nao está em bom estado
5;
5;
5;
5;
5;
2;
2;
3;
3;vou analisar
3;
3;
3;
4;
5;
5;
1;Não atende
5;
5;
4;
5;
5;
5;
4;
4;
5;
2;
4;Caro pelo imóvel
5;
5;
5;
5;
3;conservação do imóvel
1;muito mal conservado, planta muito ruim
1;
3;
3;
2;muito mal distribuído com armários e gabinetes muito ruins
2;
3;Imóvel muito mal conservado
5;
1;preco
3;Não me senti a vontade no imóvel, pelo jeito q ele é planejado.
1;tava escrito chuveiro a gas e n tem
3;
5;
5;
5;
4;
5;
1;
3;
3;
5;
2;
5;
3;
3;
5;
4;estamos pesquisando outras opcoes
1;Prédio misto comercial/residencial, não foi informado no anuncio
5;
3;
5;
1;Esse foi o pior apartamento que visitei, com muita sujeira, umas DEZ baratas mortas no banheiro. Pisos e armários em condições precárias. O valor do aluguel não vale pelo estado do apartamento.
1;mal conservado
3;N
3;
5;
2;
3;
3;
5;
5;
3;
5;
5;o corretor
5;
5;
4;
4;
5;
5;
1;Não cabe fogão.
1;piso em péssimo estado, soltando em vários pontos do imóvel (áreas grandes sem o piso), armários muito velhos, rangendo, soltando pedaços de madeira. Imóvel extremamente mal conservado.
4;
5;
3;sem lavanderia no prédio nem espaço no apartamento
3;
3;
5;
3;
3;
5;adorei a localização prédio bem conservado e o aparatamento tbm ...quero fechar negócio
5;adorei a localização prédio bem conservado e o aparatamento tbm ...quero fechar negócio
5;
5;
5;
5;
5;
3;
5;
5;
5;
3;
3;
4;
4;deveria dizer qir são 2 quartos e não 3, pois o cômodo considerado terceiro quarto parece mais uma dispensa
2;
4;não tem mobília
5;
3;
3;As fotos dão a entender q o lugar é maior, com 3 quartos e melhor conservado.
5;
5;
5;
3;
5;
4;varanda não estava fechada por fora
3;era em frente ao cemitério rs
2;
5;
5;
3;
5;
3;
4;Obra no terreno vizinho
5;
5;
5;
4;
5;
3;
5;
5;
3;
4;o valor está mais alto do que a conservação do imóvel
5;
5;
4;
1;
5;
4;Apto bem.pequeno e sem lavanderia
5;
1;muito mau conservado.... um lixo na realidade... esse tipo de imóvel deveria ser proibido no aplicativo depõe contra vcs
5;preço do condômino muito caro
4;Avaliando outros
1;a entrada do prédio é numa viela super estranha, muito pichada e transmite a sensação de local mal frequentado e inseguro
;
3;
5;
5;
1;a entrada do prédio é numa viela super estranha, muito pichada e transmite a sensação de local mal frequentado e inseguro
;
1;
4;Faltou os armários, que serão instalados posteriormente, mediante ajuste no aluguel
5;
4;
5;
5;
4;
5;
4;não tem lazer no predio
5;
2;
2;
4;
3;realidade da conservação mostrada no anúncio
5;
2;péssimas condições de conservação
1;
5;
5;
5;
4;
5;
4;
3;janela trincada, alguns pisos quebrados nas pontas e outros detalhes
3;
5;
5;
5;
4;prédio sem elevador e mal conservado
4;não tem área de lazer
4;
5;
3;
5;
4;
3;
3;
5;
4;
5;
3;
5;
5;
5;
3;
3;
3;
5;
5;
5;
5;
5;
3;Não gostei muito do imóvel, gosto pessoal mesmo.
4;
4;
5;
5;
5;
4;predio muito antigo, imovel melhor nas fotos
5;
5;
2;
5;
2;
3;
3;cozinha e área pequenas
3;
3;
5;
5;
5;
1;
4;Tinha cheiro muito forte de mofo
5;
5;
3;
5;
4;apenas visitei um outro no mesmo prédio com armários
3;parece q sao 3 suites
2;
3;
1;
1;
4;
5;
4;
5;
5;Vista, ventilação, utilização do espaço.
5;so preco :(
5;
4;
3;muito basico. sem boz armaeios lampadas
4;
5;
5;
5;
5;
5;
5;
3;
4;Falta de elevador
5;
5;
5;
4;
2;
3;
5;
5;
5;
5;
5;
4;todas as paredes são drywall inclusive do Banheiro...grandes chances de umidade
5;
4;
5;
5;
5;
5;
4;
5;
5;
3;
3;
5;
1;
4;faltam pequenas reformas... bem pequenas.
5;
5;
2;
5;
5;
2;
3;
3;
5;
3;
4;não encaixa na minha necessidade
4;
4;
5;
5;
5;
4;
5;Simplesmente amei.
3;"a garagem é ""de gaveta"", ou seja: uma vaga fica na frente da outra e tem que acordar com o outro proprietário quem sai primeiro para que um nao obstrua o outro, o que causa total falta de privacidade."
5;
5;
5;
3;
2;
4;os armários estão bem mal cuidados e alguns lugares nem o interruptor de luz tem.
4;os armários estão bem mal cuidados e alguns lugares nem o interruptor de luz tem.
5;
5;
5;
3;entendi pelo anuncio que seria mobiliado
1;
3;zc
4;
4;
3;Regiao bem barulhenta, mas nada que janelas anti ruidos nao resolva, e um dos quartos nao tem armario, fica dificil.
5;
3;
4;
5;
5;
5;
5;
2;
3;
4;
4;
2;
2;
5;
5;
5;
5;
5;
5;
5;
3;
2;
4;
3;
5;
4;
4;
5;
5;
5;
5;
5;
5;
5;
5;
5;
4;
5;
3;armários muito antigos nos quartos, sem lazer no edf
4;
4;
5;
4;
5;
1;o ao. não vou está com a reforma finalizada, faltam muitos detalhes de pintura, gesso e rodapé
4;andar baixo muito próximo a rua
3;falta rodapé, algumas paredes para pintar e descascando
5;
4;distribuição de água, chuveiro elétrico mesmo. com gás encany
5;
5;
5;
3;
5;
5;
5;
5;
3;
3;
4;estou negociando o imóvel
3;
5;
5;
5;
2;o imóvel disponível não está bem conservado não tendo sido feito nenhum reparo para ser posto em locação. As fotos induzem a idéia de que há mais armários do que na realidade se apresenta.
1;foi omitido que o imovel é um puxadinho
5;
4;n
5;
4;Apto antigo, sem reforma...
5;
4;
5;
2;tamanho ruim
3;o imóvel disponível não era o da foto
4;
4;ótimas suítes mas locação acima da faixa, um pouco salgado!
5;
4;
3;A garagem não agradou
3;o prédio está muito mal conservado e não parece ser seguro.
4;
2;
3;
4;
5;
3;
3;
5;
5;
4;
5;
4;
2;
1;
3;
5;
5;se for possível, gostaríamos de obter 200 reais de desconto no aluguel. ficaríamos muito agradecidos.
3;
5;
5;
5;
5;
5;
5;
3;
2;
3;
5;
5;tudo, adorei tudo, achei muito bom
5;
5;
2;
3;
2;
5;
5;
3;
5;
4;infelizmente o proprietário não aceitou a oferta vs as contrapartidas
4;
4;geladeira e fogão n inclusos
5;
5;
3;
5;
1;o imóvel estava em péssimas condições de conservação.
1;o imóvel estava em péssimas condições de conservação.
3;
2;
3;Rua muito movimentada! péssimo acabamento e sujo.
3;falta mobiliário mínimo (armários)
4;
4;
2;
5;
4;O condomínio é muito caro para poucos benefícios
4;
5;
5;
3;
3;
5;
5;
5;
5;
4;tem uns detalhes para consertar, não tem churrasquera, mas o resto esta ótimo!
5;
3;localização ótima mas apartamento com cheiro de velho
2;
5;
1;a proprietária esqueceu de deixar as chaves, portanto, eu e o corretor não visitamos, fomos a toa.
3;
2;
5;
5;só que já tem gente demais na fila....
4;
5;
1;O proprietário deveria atualizar a disponibilidade do apto. sorte que moro do lado, mas já pensou se tivesse feito um longo caminho?
5;
1;
2;fotos mais realistas
4;
5;
5;
5;
5;
4;
3;
5;
5;
2;a metragem anunciada não correspondia � s dimensoes reais do imóvel. A vista também não agradou.
5;
4;
3;
4;
3;
2;
5;
1;proprietário não deixou a chave
4;
2;
2;
4;
4;
5;
5;
5;
5;
5;
3;
4;
5;
4;
4;valor muito alto
5;
5;
2;Prédio bastante antigo e pouco conservado
4;
4;
2;apartamento nao tem os 70m que estavam no anuncio
3;
5;
1;imóvel sem.clrrepsondente
5;
5;
5;
5;
5;
5;
3;
4;
5;
2;
5;
5;
5;
5;
4;
2;precisando de vários reparos
4;
3;
4;
3;
4;
3;esperava que fosse um pouco maior
1;
3;
1;nas fotos não aparecia a realidade.... dizia ser na barra funda e está no bom retiro e o ap apesar de MT boa planta está muito destruido, armários pessimos
5;
3;vagas de garagem apertadas e preço acima da média
4;
1;
5;
5;gostei muito,mas o preço esta muito alto
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;
4;Area de lazer no prédio
4;não tinha lavanderia.
5;
5;
3;O apto. não tem vaga na garagem e nem pode ser alugada....
5;
4;sem armários nos quartos
5;
5;
5;
5;
5;
4;
5;
5;
4;
5;
5;
5;
5;
5;
5;
4;
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;decoração e mobiliário.
5;
3;
5;
5;
3;
2;
3;
5;
4;
4;
5;
1;"O anúncio diz ser 3 dormitórios porém um dos ""quartos"" não cabe nem uma cama de solteiro"
5;
5;
5;
5;
4;
3;valor muito alto
3;
5;
5;
5;
3;
5;
5;
5;
5;
3;cozinha pequena
5;
1;
1;
5;
5;
5;
5;
4;
4;
5;
5;
4;
4;
2;
2;
5;
5;
3;
1;
4;.
3;O bairro não possui nada perto e não parece seguro.
5;
4;
3;a posição da vaga achei muito ruim
5;
4;
5;
4;
3;
4;
4;
5;
4;Não tinha portas
3;
5;
5;
4;Gostaria de um preço menor
3;
5;
3;
3;poderia estar pintado pelo menos
;
5;
3;
4;
5;
3;
4;Poucos armarios e area de serviço praticamente inexistente
2;Preço muito acima dos demais para aluguel no mesmo prédio, anúncio informava que condomínio tinha academia, salão de festas, lavanderia, porém as salas estavam completamente vazias, sem nenhum móvel
4;
5;
4;
5;
4;as portas do imóvel estavam muito velhas e não fechavam bem.
5;jardim
5;
3;
5;
5;
4;
5;
5;
5;
4;não tinha infraestrutura de lazer.
4;não tinha infraestrutura de lazer.
5;
5;
1;a
5;
5;
4;Não gostei do balcão
5;
4;necessario trocar as janelas por anti ruído. Janelas devem ter trncas. as atuais não trancam, e o apartamento é no térreo. e arrumar a persiana que está danificada.
4;
5;
4;
3;piso e janelas mal conservados
4;
5;
5;
5;
5;
5;
5;
3;
4;
5;
5;
5;
5;
5;
5;
5;
4;anúncio indicava churrasqueira que não tinha
4;
5;
5;
5;
5;
5;
5;
4;
5;
5;estou negociando
5;
5;
5;
5;Ap muito bem cuidado!
3;achei a localização perigosa
5;
4;
2;
3;
5;
5;
5;Realmente perfeito
5;
5;
3;Não tem cozinha
3;Não tem cozinha
5;A presença do proprietário.
5;
5;
4;
4;
4;Não tem elevador e armários
5;
4;
5;
5;
5;
5;
2;anúncio cm 02 dorme e só tinha 1
2;
2;
4;
5;
1;
3;não gostei da distribuição dos cômodos.
3;imóvel precisa faze melhorias mas o local e bem localizado
5;
5;
4;
4;
4;condominio alt
5;
5;
5;
1;Imóvel em mal estado de conservação. Elétrica, piso e outras partes bem desgastadas
3;
5;
5;
1;imóvel Velho é sujo bem diferente das fotos
5;
1;
5;não gostei do prédio e não tem sacada
2;
4;
5;
5;
5;
5;
5;
5;
5;
3;
3;
4;Valor muito alto.
4;
3;
5;
5;
4;
4;
5;
5;
5;
4;
4;vaga descoberta
5;
5;
4;preco elevado
5;
5;
5;
5;
5;
1;o anúncio não é igual o imóvel
5;
4;
1;piscina caindo aos pedaços, pregos na parede
5;Não consigo fazer e enviar a proposta. Solicito enviar o link para efetivar a proposta
5;
2;
3;ele era um quarto de hotel antes. isso deveria ter sido informado
5;
5;
5;
5;
4;
3;
5;
5;
5;
5;
5;
5;
5;
4;Gostei de tudo, mas ainda estou buscando um menor custo.
4;
5;
5;
4;
4;Os móveis estão quebrados
5;
2;não está o que eu precisava
5;
2;
5;
5;
5;
3;
4;
3;
3;
5;
5;
5;
4;
1;
2;
4;
2;valor e falta da garagem
4;
2;apartamento quebrado, prédio horrível e muito pequeno complementarmente diferente do anunciado
5;
4;
4;
5;
4;
5;
5;
5;
5;
5;
3;não tem portaria, nem sindico e interfone não funciona
5;
5;
5;Muito bom
3;Gostei do imóvel mas vou ver outros 2 agendados ainda e decidir entre os 3, creio que um dos outros dois vai vencer
5;
4;
1;
5;
5;
3;
2;
4;
3;
5;
5;
3;
4;
5;
5;
4;
5;
5;
5;
5;
5;
3;
5;otimo
5;
5;
5;
5;
4;
4;
4;
5;
1;
2;
5;
5;
1;
5;
5;
4;
3;
5;
5;
5;
5;
3;
5;
5;
5;
5;
5;
3;
3;
2;
1;Muito sujo. o proprietário poderia deixá-lo melhor apresentável. o chão/piso também estava bem velho
5;
5;
5;
4;
4;
5;
4;parcial ter mais mobílias
5;
5;
4;Gostei do imóvel porém apresenta muitos sinais de insetos (inseticidas nos armários) e os móveis possuem muitos sinais de uso e idade.
3;prédio antigo e muito barulho
2;
2;
4;Valor do imóvel é muito alto para o que se observa do mesmo tipo
4;Valor do imóvel é muito alto para o que se observa do mesmo tipo
5;
5;
5;
5;
1;
5;
4;condomínio com manutenção abaixo do esperado
4;condomínio com manutenção abaixo do esperado
5;
5;
5;
5;
5;
1;Sim, fotos realistas do imóvel. Estou procurando com vocês já 15 dias e percebo que as fotos saoi estrategicamente feitas para criar ilusão.
3;vaga trancada
4;
5;
4;necessitava mais mobília.
5;
3;
1;imóvel já estava alugado e não foi dado baixa no site do quinto andar
5;
5;
4;
5;
5;
5;
5;
5;
5;
4;falta armário mas o imóvel é mto bom
5;
3;
5;
3;
4;
5;
4;
5;
5;
3;
3;
4;tem que arrumar a parede de cerâmica da cozinha e senti falta de móvei acima da pia
2;
3;
5;
3;
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;
4;
4;
5;
3;
5;
3;
5;
3;
5;
2;
3;
5;
4;
5;
5;
5;
5;somente isso
5;
5;
5;
5;
5;
4;
5;
4;
5;
5;
5;Apartamento muito bem conservado
3;
5;
5;
5;
4;
5;
5;
5;
5;
5;
5;
5;
3;
5;
4;
5;
5;
1;
4;
4;apenas 1 quarto
5;
4;Falta de privacidade (todas as janelas dão p/ o estacionamento).
3;inoconveniencia do único banheiro do imóvel fica dentro do quarto (suíte)
3;Dimensões dos cômodos
2;
3;janela da sala e quarto para area comum
5;
1;
5;
5;
5;
5;
5;
5;
5;
3;
3;
5;
5;
4;Achamos os armários bem antigos, além de precisar de pintura,novas luminárias e chuveiro... estamos olhando outros ... se decidirmos entraremos em contato! obrigada!
4;
5;
5;
5;
4;sem vista
5;
5;
5;
3;
5;
4;
3;
1;
5;
5;
5;
5;
4;
4;
4;
5;
5;
4;
5;
5;
5;
4;
5;
5;está de acordo com o anúncio
5;
2;
1;näo tem espaço nem local preparado para uma máquina de lavar roupas
3;ausência de armários quartos e banheiros
3;ausência de armários quartos e banheiros
4;
3;
1;não gostei do imóvel
3;Valor do aluguel muito alto.
5;
5;
5;
5;
2;
2;
3;
5;
4;um ponto contra é que tinha apenas um banheiro.
5;
4;
3;preço
5;
5;
2;está bastante deteriorado
5;
5;
5;
4;
5;
1;apenas um dormitório e ambientes muito recortados e ruins para aproveitamento
5;
4;
5;
5;
5;
5;
4;esqueci que não tinha garagem.... ele é de lateral não tem uma boa vista a sacada do imóvel porém e
4;o valor do site ficou 73,00 abaixo da proposta enviada
5;
5;
4;
5;
5;
5;
5;Prédio muito bem cuidado, na minha opinião. Profissionais da limpeza trabalhando na áreas de lazer
5;
4;
5;
4;
5;
2;
5;
3;
5;
5;
4;
5;
5;
5;
3;
5;
5;
5;
4;
5;
5;
5;
1;Prédio muito mal conservado. Estrutura ruim. Imóvel mal conservado.
3;não me agradou tanto
5;
5;
5;
4;
5;
4;
3;
3;quarto pequeno, garagem com vaga presa
5;
5;
3;
5;
5;
5;
5;
3;não gostei do edifício
5;
5;
5;
5;
5;
3;
5;
5;
5;
5;
4;
5;
5;
5;
4;vista
5;
5;
3;
5;
5;
3;
5;
4;
4;
4;
2;
3;
4;
5;
5;
5;
4;
5;
5;
4;divisao do espaço / disposiçao é ruim
5;
4;
4;
5;
1;não foi do meu agrado.
5;o único senão é o tempo para desocupação pelo proprietário que atrasaria a mudança. mas gostei bastante do imóvel.
3;Prédio sem elevador
3;precisa de melhorias estruturais
;
;
;
3;
5;
5;
2;esperava o imóvel vazio
5;
5;
5;
4;
5;
5;
5;dos cuidados do proprietario com i movel
3;
4;
5;
3;
3;
3;
3;
5;
5;quero fazer uma contra proposta
5;quero fazer uma contra proposta
3;
5;
5;
4;
3;o imovel esta pecisando de alguns reparos
3;
4;
5;
5;
5;
5;
3;não fala especificamente que não é bem um apartamento do prédio.
4;� um apartamento de zelador convertido pelo condomínio para aluguel, essa informação não estava clara no anúncio.
4;q localização é boa, perto de tudo, mas q vizinhança não me agradou muito :/
5;
5;
4;
5;
5;
5;
4;vi melhores
5;
5;
2;
4;precisa de reparos, pinturas e cortinas de vidros.
2;
2;
2;
5;
4;Condominio
2;
5;
5;
4;anúncio tava mobiliado
3;
5;
5;
3;Não tem circulação de ar
5;
4;
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;
4;valor do condominio alto em relacao ao prédio
3;
2;condomínio caro e não justificava
4;o prédio estava um pouco mal conservado... nada grave, porém. só que não estava no anúncio
5;
3;anúncio errado com valor inferior ao que o proprietário queria, ridiculo
4;Andar baixo
4;n
5;
5;
5;
5;
5;
3;
3;sem elevador
5;
4;
4;Banheiro detonado
3;Nas fotos fiquei com a impressão de o mesmo ser maior. Não gostei muito do banheiro e da cozinha. O prédio não permite colocar ar condicionado externo.
1;imóvel muito menor que o anúncio
5;
2;
3;Nas fotos fiquei com a impressão de o mesmo ser maior. Não gostei muito do banheiro e da cozinha. O prédio não permite colocar ar condicionado externo.
5;
5;
5;
5;
5;
5;
3;
3;
2;a
5;
5;
5;
3;mal conservado, falta o forno do fogão embutido. caro pelo estado de conservação.
5;
5;
4;pequeno para nossa necessidade
5;
5;
5;
5;
4;não gostei tanto do banheiro, mas no restante o imóvel é excelente
5;
5;
5;
4;
5;
4;Pouca ventilação, sala não tem janela.
1;Apartamento muito menor que o anunciado. Não tem 100m2.
3;
5;
5;
5;
5;
4;
4;Mobília das fotos não são as mesmas do local
4;o preço esta bem elevado
5;
3;
2;Imóvel possui apenas 01 quarto.
2;Imóvel possui apenas 01 quarto.
5;Apartamento muito bonito!
5;
4;
2;
2;
1;fotos estavam erradas no site
2;o valor está a mais do que vale, pelo seu real estado
5;
3;quarto menor que esperado e falta de área de serviço
5;
5;
5;
5;
5;
3;
5;
4;acho que falta fazer alguns reparos.
4;
5;
5;
2;
4;�rea externa não foi mostrada e deixa a desejar um pouco
5;
5;
3;
4;
2;
5;
4;Vagas de garagens são presas .
5;
5;
4;
5;
5;imóvel depois de reformado ... não teve nenhum inquilino
5;imóvel depois de reformado ... não teve nenhum inquilino
4;
5;
4;
3;
2;
4;Faltou a informação sobre a garagem. Não tinha fotos e nem a localização das mesmas.
4;
2;A mobília das fotos não está inclusa no aluguel, embora conste como mobiliado no anúncio.
3;Muitas coisas serão retiradas do imóvel
5;
5;
3;achei que ficaria algum móvel.
5;??
5;
5;
4;
4;condominio
5;
5;
5;
5;
5;
1;
3;Imóvel mal iluminado e ventilado.
3;a entrada do prédio muito pequena e porteiro não é 24hrs pra ser mil reais o condomínio
5;
3;
2;
2;
3;não pode colocar grande na janela
3;
5;
5;
3;
5;
5;
5;
5;
5;
5;
5;
5;
4;
4;
4;
5;
5;
5;
5;
5;
5;
4;valor
5;
4;
5;
5;
5;top
2;Benefícios
5;
4;Pelo tamanho deveria ser mais barato
4;imóvel pequeno.
5;
4;
5;
5;
5;
4;A disposição dos cômodos era estranha
5;
5;
5;
4;Apartamento bom, mas caro. Com este preço é possível conseguir imóveis com melhor localização.
5;
5;
5;
4;o elevador não está funcionando
5;
5;
5;
5;
5;
5;
2;
5;
4;A cama poderia ser maior pelo padrão do apartamento
5;
4;
4;
5;
5;
4;não tem elevador
5;
1;nas fotos parecia iluminado e bem conservado. Era escuro, pequeno.
3;
5;
3;não tem garagem.
5;
4;localização ruim
3;
4;
5;
5;
3;jsjd
3;
5;
5;
5;
3;H
5;
3;H
3;
5;
5;
5;
5;
4;
5;
4;não achei o imóvel muito arejado.
5;
5;
5;
5;
4;
5;
4;
5;
2;
5;
3;
3;
5;
4;
3;
5;
5;
5;
5;
5;
5;
2;Existe muita reforma/manutenção para ser feita no condomínio, estado de descuido.
2;
5;
4;
4;
5;
5;
2;
4;
2;
1;as fotos nem de longe refletem a realidade. imóvel acabado, móveis sujos e quebrados, banheiro parecendo um pós guerra
5;
2;Não tem Elevador e Vagas Descobertas
4;
4;precisa deixar todos os móveis
5;
4;
5;
4;
3;imóvel muito acabado, mas nas fotos parecia que era bonitinho
4;
4;
2;
3;
1;
5;
4;
4;O imóvel precisa de alguns reparos pontuais.
1;
5;
5;
2;
5;
5;
5;
4;A visita foi legal. Mas isso de vcs obrigarem a escrever é péssimo.
3;
5;
1;preço
3;sala integrada de uma forma ruim
3;
5;
4;a varanda não chega a ser uma varanda, ela é fechada e faz parte da sala. estamos buscando uma varanda aberta.
5;
5;
3;não bate sol. vagas presas.
5;
5;ok
5;
5;
2;O Ap fica em uma ladeira enorme. Eu não sabia que era uma ladeira assim.
5;
4;
1;
5;
3;
5;
5;
5;
3;as janelas são muito proximas do vizinho
3;há vários itens a serem finalizados para que ocorra a locação.
5;
5;
4;
5;
4;
5;
5;
1;a dona do imóvel quer manter um quarto fechado, sem uso e vender o imóvel dela como sendo de 1 quarto apenas.
5;
5;
5;
5;
5;
4;
5;
2;muito quente
2;já respondi a este questionario
5;
3;Poderia estar na descrição que uma parede é em diagonal
4;
1;pequeno demais pra mim
3;
3;Os imóveis nao eram do meu estilo e o proprietário não quer movimentálos
4;Gostei mas estilo esquisito...
3;
1;
3;
5;
4;
5;
4;
4;piso de madeira
5;
3;
5;
5;
5;
1;Disposição de espaços ruim. Anúncio informava que condomínio tinha academia, salão de festas, lavanderia, porém as salas destinadas � esses espaços estavam completamente vazias, sem mobilia/aparelhos
5;
3;
4;
3;
4;
4;síndica não foi muito simpatica
4;síndica não foi muito simpatica
4;Achamos os quartos pequenos, porém, é um excelente apartamento.
5;
5;
5;
5;
3;
4;
5;
3;O imóvel é lindo, porém fica em uma avenida muito batulhenta...e mesmo com a janela fechada o barulho é intenso.
5;
3;
5;
5;
4;
5;
3;
5;
5;sim a limpeza do condomínio
5;
4;Muito barulho
5;
4;
3;
5;
5;
3;No mesmo prédio havia um em melhor estado.
3;
5;
5;
5;
5;
5;
5;
4;O apartamento é exatamente, porém, o prédio é antigo e não tem área de lazer.
5;
5;
3;Anúncio informava que condomínio possuia academia, salão de festas, lavanderia, etc, porém os espaços não estão mobiliados (ex: sala da academia sem nenhum aparelho, salão de festas sem nenhum móvel)
5;
5;
4;não era dois quartos
3;
5;
2;
3;Poderia ter uma melhor apresentação.
3;
3;
3;os proprietários querem dinheiro simpler seem investir um CENTAVO na propriedade deles para atender melhor quem procura uma casa! � uma falta de respeito até quando você vê o estão dos apartamentos!
5;
4;apto muito úmido
5;
3;Aluguel alto para o estado de conservação.
5;
5;
5;
1;vi errado o anúncio. imóvel mobiliário.
5;
3;gostei do tamanho da localizacao da vedacao das janelas e dos armarios a lavanderia no entanto está com cheiro mto forte de esgoto exalando ate a sala. pode ser por ser 1o and?! precisa ver isso
3;informava 4 dormitórios no anúncio, mas eram 3 (o o era uma despensa fechada)
3;informava 4 dormitórios no anúncio, mas eram 3 (o o era uma despensa fechada)
2;4o dormitório não era um quarto, mas sim uma despensa improvisada com janela de banheiro.
5;
5;
5;
3;
5;
5;
5;
5;
5;
4;
4;
5;
4;
5;
5;
1;
5;
4;
5;
5;
1;
5;
3;Condomínio antigo, pisos da sala muito gastos, box muito pequeno, gás em botijão.
5;
5;
2;Planta mal planejada
4;
4;
3;Disposição
3;não tinha área de serviço
4;Fiz agendamento no sábado para segunda. foi cancelado. Remarquei para quarta e na terça de manhã o valor do aluguel subiu em 150 reais.
2;voltado para uma rua de muito fluxo de carros
2;voltado para uma rua de muito fluxo de carros
4;
3;
4;a vaga é descoberta
4;
5;
5;
3;
5;bom
5;
4;
4;Falta aquecedor e alguns ítens.
5;
5;
4;
4;x
4;
4;
5;
5;
3;
5;
1;apto em péssimas condições
4;
2;
5;
5;
4;não tem saída de mauqina de lavar roupa
5;
3;
5;
5;
5;
5;
3;
3;
4;
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;
5;
4;
5;
4;
4;
5;
5;
5;
1;já falei na outra pergunta
3;problemas com garagem
5;
5;
5;móveis, o proprietário
5;
5;
1;
4;
2;
5;
4;gostei do imovel mas achei pequeno... e abafado demais. Eu agradeço a boa atenção do Flávio!
5;
5;
3;
4;
5;
3;
3;
5;
3;
2;imóvel antigo
5;
4;mais armarios
3;qwr
5;
5;
5;
5;
5;
4;
5;
5;
4;
2;
5;
1;vcs ñ informam direito nem a localizações
5;
4;
5;
5;
4;
5;
4;quarto pequeno
5;única ponto ficou a posição da tv, porém ja houve o comprometimento do proprietário em arrumar uma estação giratória no local
4;Foi anunciado que tinha armários na cozinha, mas na realidade não tem.
5;
5;
5;
5;
5;
5;
2;
5;
1;
3;
5;
1;Vidros da janela quebrados. Caixilhos enferrujados, pontos de umidade nas paredes. As fotos do anúncio escondem estes problemas.
4;Algumas imperfeições nas portas e janelas.
4;
2;
2;
2;mofo
2;
5;
5;
1;
3;�rea de banheiro e lavanderia muito pequenos
1;
5;
5;
4;
4;
4;Há uma obra/construção bem ao lado.
5;
5;
4;Pessoal
4;
5;
5;
5;
5;bom
5;bom
5;
5;
5;
5;
4;Além do condomínio ser mto caro e não tem nada a oferecer as janelas são direto pra rua deixando o imóvel sem privacidade em tds ou quartos e sala, mas o imóvel é lindo.
5;
2;O apto não atingiu as expectativas
5;
5;
5;
5;
4;o imóvel está mobiliado e preciso utilizar meus móveis. muito mal conservado. o corretor também não deu muita atenção. só ficou no celular
5;
1;estava sem móveis, que apareciam nas fotos.
5;
